date,pv_predict,wind_predict,pv_mean,pv_std,pv_interval_lower,pv_interval_upper,wind_mean,wind_std,wind_interval_lower,wind_interval_upper
20240504,385.6529846191406,510.60919189453125,3.6034555435180664,2.63716983795166,-0.3074493110179901,10.121630668640137,4.783632755279541,-5.738533020019531,-16.266101837158203,25.8333683013916
20240505,443.0812683105469,616.8441162109375,3.284133195877075,2.573451519012451,-0.5311942100524902,9.643012046813965,4.352939128875732,-5.944063663482666,-16.285734176635742,24.991613388061523
20240506,475.4451904296875,763.5963134765625,3.1121392250061035,2.537388563156128,-0.6490936279296875,9.380860328674316,3.7974050045013428,-6.238326549530029,-16.252742767333984,23.847553253173828
20240507,489.695556640625,971.0646362304688,3.0381999015808105,2.5214784145355225,-0.699167788028717,9.267146110534668,3.087337017059326,-6.672898292541504,-16.09366798400879,22.268342971801758
20240508,492.7828369140625,1259.4483642578125,3.022324800491333,2.5180294513702393,-0.7098693251609802,9.24264907836914,2.239452600479126,-7.307440280914307,-15.672467231750488,20.1513729095459
20240509,491.6578063964844,1648.94677734375,3.0281035900115967,2.5192856788635254,-0.7059750556945801,9.251567840576172,1.3322868347167969,-8.205263137817383,-14.783987045288086,17.448558807373047
20240510,493.2710876464844,2159.7587890625,3.0198187828063965,2.517483711242676,-0.711556613445282,9.238778114318848,0.5130182504653931,-9.415397644042969,-13.18298625946045,14.209023475646973
20240511,504.5733337402344,2812.084228515625,2.9621636867523193,2.5048482418060303,-0.7502586841583252,9.14953327178955,-0.017119862139225006,-10.932082176208496,-10.679757118225098,10.645515441894531
